id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
6423,181.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.521906846,0.461903766,37.62977375,6306.55062
6424,40.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.487117428,0.431946288,34.87598919,5767.17836
6425,368.0,12.5,0.25,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.508341786,0.453994528,35.97225667,5811.21147
6426,581.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.561962455,0.477778535,38.0603745,6683.20061
6427,33.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.342841074,0.382702852,26.28235597,2946.92602
6428,236.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.37680364,0.399983862,30.58216104,3748.46547
6429,719.0,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.33163021,0.382867231,28.41793063,3436.49354
6430,129.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.395911623,0.405525072,31.44274436,4112.89349
6431,514.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.450102564,0.413625114,33.99420814,5246.52146
6432,73.0,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.501777434,0.448647248,36.01862394,6060.28382
6433,597.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498715892,0.448972519,35.48700839,5791.45673
6434,652.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.546174929,0.445308404,37.55556802,6929.5548
6435,724.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.383581787,0.398863863,30.66218699,3937.91539
6436,443.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.623063206,0.513585375,43.17615175,8166.59786
6437,352.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.632108665,0.513171554,43.95207208,8157.23694
6438,692.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.521906846,0.451986086,37.78237359,6013.40759
6439,722.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.610321439,0.503371107,43.00334146,8570.91353
6440,265.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450822025,0.439422701,32.88840203,4737.63925
6441,433.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.484698098,0.445308404,34.79781929,5605.221
6442,526.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.4745752,0.435584965,34.87598919,5018.45303
6443,597.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.508991582,0.452100321,36.40698205,5862.80545
6444,544.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.527308548,0.423053154,34.3041215,6919.34518
6445,521.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.425493214,0.438514042,32.41787171,4768.59437
6446,576.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.43687052,0.423861178,33.32452765,1945.53061
6447,482.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.404225284,0.402226397,31.39456852,4167.45124
6448,136.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.315500071,0.367762987,27.40175511,3049.39771
6449,234.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566319234,0.460180133,39.23598632,6589.27898
6450,141.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.477940817,0.424874062,34.76957798,6060.28382
6451,283.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.595273348,0.494164753,41.78212739,7660.88604
6452,80.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.442626748,0.427683045,33.44938499,4945.79443
6453,331.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.492759727,0.41985155,35.62231346,5837.21503
6454,583.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.538048419,0.445284233,38.0603745,7117.95038
6455,554.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.466297848,0.438669933,34.46756739,5645.14663
6456,769.0,25.0,0.5,0.38,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621376432,0.513585375,43.95536146,8166.59786
6457,456.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.62818447,0.527735445,44.2785829,8090.41713
6458,104.0,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.334593591,0.373012567,28.55641695,3494.94296
6459,689.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483872542,0.445284233,35.56261102,5449.4212
6460,165.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.517993775,0.462462315,37.52543015,6226.28514
6461,680.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.434546355,0.419851618,34.69390641,4947.60566
6462,197.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.541142146,0.458966196,37.33661143,7071.83395
6463,459.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.488308859,0.437922725,34.70788043,5552.72387
6464,134.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.444908279,0.426773305,33.44938499,4930.61903
6465,68.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.398218446,0.391582692,31.10253472,4042.84264
6466,554.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.492076861,0.44252903,35.41408191,6251.61184
6467,79.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498696418,0.424657113,35.09473308,6263.80788
6468,653.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.451910565,0.428903862,33.48611213,4945.79443
6469,621.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.451083154,0.406618165,31.57410804,5033.68556
6470,45.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.469925759,0.428903862,31.67018669,5046.45734
6471,518.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.506346175,0.457945593,36.14878201,5946.15842
6472,261.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566645314,0.472521274,39.12726257,6514.63899
6473,704.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450102564,0.419747673,33.28905228,5063.85109
6474,48.0,25.0,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.463097152,0.431142084,34.69390641,5126.99318
6475,456.0,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.421448998,0.409987805,31.64262219,4641.00151
6476,369.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.506987743,0.450537939,36.35683231,5902.33288
6477,616.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.54054056,0.460305334,37.81761708,6320.96112
6478,336.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.63346314,0.51715975,44.72163541,7945.18784
6479,522.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.394441163,0.388819023,29.83315835,3948.98691
6480,658.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.512802719,0.453940904,37.90930402,6687.25926
6481,599.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.506987743,0.452027468,36.67877702,5637.9843
6482,205.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.572046486,0.481279313,40.54647951,7479.93417
6483,327.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.481204499,0.445308404,35.16668937,5773.62581
6484,264.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.564981991,0.469978321,39.64669117,6772.93347
6485,0.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.33163021,0.355875536,26.48732245,2988.05944
6486,567.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.32833671,0.37718413,28.21340501,3322.9462
6487,659.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.54613583,0.466492143,37.75813832,6770.23332
6488,692.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.500437501,0.442193092,35.23885567,5548.12201
6489,385.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.57467888,0.482227496,39.47518677,7122.49056
6490,370.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.575785764,0.484307576,40.54647951,7298.0026
6491,224.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.595052932,0.497978979,41.97181605,7935.09476
6492,260.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.573204799,0.488638858,40.86547798,7417.81497
6493,467.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.509158377,0.455453173,36.81018683,6190.66597
6494,101.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.480072982,0.44549439,35.48700839,5424.12351
6495,633.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520587192,0.460795368,37.53578671,6187.95188
6496,20.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.383581787,0.40030353,30.27510191,4112.89349
6497,496.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.468832886,0.417908804,34.78488765,5503.09583
6498,594.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.391964935,0.391617371,31.60733169,5462.13394
6499,240.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.630637776,0.510839162,43.93700206,8621.81568
6500,421.0,12.5,0.25,0.38,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.632108665,0.532772006,45.95298911,8174.46338
6501,24.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.334593591,0.383219703,33.07391322,2688.02883
6502,591.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.437188153,0.426773305,33.33119375,5345.99106
6503,169.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.542133036,0.463058596,37.30376378,6870.34212
6504,578.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.507541905,0.453131061,36.14878201,6190.66597
6505,604.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.476807761,0.413380913,34.83881461,5333.97357
6506,645.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.443962193,0.397617195,30.68026439,5741.2103
6507,554.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.571708025,0.488400516,39.8226933,7215.40971
6508,368.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.642881721,0.501877874,43.33471751,8440.96097
6509,534.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.566076664,0.472270742,38.86811018,6564.9583
6510,435.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.607679197,0.501359058,42.33632715,7715.81088
6511,594.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.476126065,0.435620773,34.8499528,5637.9843
6512,302.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.539252868,0.466474508,34.46756739,6524.29532
6513,322.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.509158377,0.453338519,36.31159312,6292.96076
6514,710.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.394441163,0.403128905,32.68039834,4232.76231
6515,432.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.603371908,0.497978979,41.33629767,7858.68558
6516,94.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.500437501,0.449306369,37.74750888,7004.01554
6517,473.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.489326401,0.445382693,35.92331365,5538.91301
6518,141.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.57467888,0.469892556,39.47432437,7554.4683
6519,163.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603524723,0.50404651,42.68661357,7616.70599
6520,340.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.548724554,0.46618285,43.95536146,8086.38881
6521,211.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.545094508,0.471650366,37.02177209,7048.87072
6522,323.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.621810512,0.511053454,43.68715255,7184.01384
6523,419.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.612478041,0.508131009,42.50852244,7162.43364
6524,641.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383786508,0.40030353,30.68639758,3900.34404
6525,709.0,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.416271363,0.40248084,31.00460557,4696.44394
6526,511.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.425493214,0.423988312,33.23244939,4924.35736
6527,726.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.608344644,0.491124144,41.71941614,7732.22522
6528,527.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.442693354,0.426679269,33.95797729,5323.30034
6529,27.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429000524,0.396602445,30.057704,4945.79443
6530,469.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.425493214,0.418867231,32.59242207,4710.85865
6531,109.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.496618271,0.444587916,36.9753139,5914.16491
6532,21.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.495987728,0.437059543,35.72822346,5916.86224
6533,639.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.587319779,0.483702858,40.33534199,7181.42522
6534,322.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.565324698,0.472952601,37.96686445,6887.46649
6535,401.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.369603345,0.376880162,29.55801912,4290.96488
6536,75.0,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.425493214,0.438612787,32.31195693,4580.393
6537,90.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.407072571,0.401753539,32.81456057,4850.03746
6538,253.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.508341786,0.452027468,36.82658691,6493.63712
6539,586.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.506260198,0.45370258,36.67877702,6093.31527
6540,347.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.49368953,0.442952601,35.80706195,6157.05484
6541,390.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.566319234,0.466640196,39.22848885,6770.23332
6542,309.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.546275069,0.462547404,37.03329756,6909.43
6543,757.0,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.40294843,0.408038131,31.92881551,4694.60819
6544,284.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.592798225,0.491124144,41.94865711,7565.10416
6545,529.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.579981861,0.482859526,39.8226933,7243.22611
6546,202.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.442693354,0.426773305,33.23980604,4924.35736
6547,240.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.587319779,0.488527456,42.33928002,7451.72563
6548,208.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.608455265,0.506686303,42.68661357,7441.50942
6549,708.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.468921469,0.433844688,34.43568098,5381.27266
6550,668.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.575902218,0.481173502,37.22885567,6752.01695
6551,129.0,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.477123825,0.43910209,34.83881461,5817.18527
6552,479.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.467156853,0.426679269,33.60574758,5330.63134
6553,344.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.545562834,0.442111609,37.32322478,6958.17479
6554,504.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.468192461,0.431072001,35.56261102,5529.06614
6555,154.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.500557995,0.424657113,35.18441169,5575.39447
6556,300.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.600340952,0.500605382,43.97470322,8007.20621
6557,344.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.597060641,0.491124144,40.82972076,7013.00281
6558,479.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.463039338,0.428903862,34.76957798,5299.66133
6559,554.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.553032347,0.470846733,38.82636429,7479.93417
6560,631.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.5138891,0.450021969,37.20361319,6060.28382
6561,194.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.5561803,0.477778535,38.54027918,6772.93347
6562,19.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.541415007,0.463064582,37.74750888,6880.7759
6563,281.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.391964935,0.402226397,30.057704,4178.77206
6564,636.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.542170237,0.465680233,37.02918026,6514.63899
6565,27.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.387861179,0.401275192,30.73453761,3837.51296
6566,448.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.619006054,0.504526655,42.17176453,7560.20565
6567,690.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.470593127,0.432754792,34.33849206,5453.99382
6568,726.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.426064568,0.408088064,30.80685608,4125.75712
6569,712.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.481472551,0.446575791,35.82485206,5367.61826
6570,301.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.631033926,0.452027468,42.78112742,7825.87492
6571,394.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.498657334,0.446912521,35.18597077,5942.42162
6572,92.0,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.707690073,0.501877874,44.99434918,8064.73881
6573,595.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.482854142,0.445497348,35.18597077,5722.57676
6574,629.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.489635345,0.426437069,34.02922281,5449.4212
6575,135.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.51425307,0.452630705,36.97636061,6281.91711
6576,78.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.49368953,0.446570029,35.88401108,5911.49359
6577,389.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.564794821,0.471161461,38.17159714,6554.97686
6578,596.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.48180056,0.442535249,35.50564628,5535.05665
6579,708.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.362183686,0.366977261,27.91944764,3626.36653
6580,728.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.429580755,0.398863863,31.26836507,4926.27902
6581,689.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.53427161,0.464892019,36.30184732,6461.67087
6582,577.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.490016595,0.449545727,34.87061011,5964.79111
6583,608.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.510668562,0.455560504,36.61704886,6361.48951
6584,392.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.532482559,0.444658692,37.25124178,6638.65649
6585,547.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.496270554,0.445284233,35.75622341,6500.09778
6586,515.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.379906235,0.395502524,29.07835591,3748.46547
6587,774.0,25.0,0.537,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.584016198,0.497214901,40.0282126,7639.54789
6588,447.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402052391,0.40878935,31.78225878,4125.75712
6589,193.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.50831235,0.424902006,35.18597077,6019.26248
